ct_id,name,country,asset_type,lon,lat,capacity_t,activity_t,capacity_factor
33999152,CHN-Jilin_ammonia,CHN,ammonia,126.840080369381,43.5775736320388,1449263.9999999995,1007896.5405836066,0.6954540653625612
33999088,CHN-Jiujiang_ammonia,CHN,ammonia,115.435433122346,29.3271501276346,1449263.9999999995,1007896.5405836066,0.6954540653625612
33998991,CHN-Changji Hui_ammonia,CHN,ammonia,88.5692833125127,44.3593887363756,1442128,1002933.7803731796,0.6954540653625612
33999016,CHN-Fuzhou_ammonia,CHN,ammonia,119.360374080363,25.9437881914105,1423835.9999999995,990212.5346095676,0.6954540653625614
45257206,Xiaogan (Yingcheng) Chemical Complex,CHN,ammonia,113.697539,30.92755,1400000,973635.6915075856,0.6954540653625612
45257166,Port Harcourt Fertilizer Complex,NGA,ammonia,7.1029183,4.8354765,1400000,1117370.8920187794,0.7981220657276996
45257170,Redwater Fertilizer,CAN,ammonia,-113.09424,53.8389697,1400000,923313.670171839,0.6595097644084564
33999249,CHN-Yueyang_ammonia,CHN,ammonia,113.25494445957,29.0646731686454,1388232,965451.5880663986,0.6954540653625609
33999146,RUS-Shchekinskiy rayon_ammonia,RUS,ammonia,37.4129668160173,53.906386023662,1383279.9999999998,735099.0003963615,0.5314173561364016
45257155,Novomoskovskiy Azot Ammonia/Urea Chemical Complex,RUS,ammonia,38.195909,54.0878735,1350000,717413.430784142,0.5314173561364015
45257125,Kota Fertilizer Complex,IND,ammonia,75.8874722,25.1384006,1320000,1163810.4329139697,0.881674570389371
45257038,Babrala Fertilizer Complex,IND,ammonia,78.456,25.123,1299999.9999999998,1146176.9415061823,0.8816745703893711
45257127,Kutina Fertilizers Complex,HRV,ammonia,16.7965075,45.4664391,1294000,89000.00000000001,0.06877897990726431
45257151,Nevinnomyssky Azot,RUS,ammonia,41.9444335,44.6559302,1288200.0000000002,684571.8381749124,0.5314173561364014
33999242,RUS-Dorogobuzhskiy rayon_ammonia,RUS,ammonia,33.426285547981,54.8322134418538,1251348,664988.0457665736,0.5314173561364014
33998973,CHN-Yantai_ammonia,CHN,ammonia,120.812231778081,37.3975469085964,1235688,859364.2431197322,0.6954540653625609
45257224,Zuarinagar Fertilizer Complex,IND,ammonia,73.8746468,15.3796587,1200000,1058009.4844672452,0.881674570389371
45257210,Xinxiang (Xinxiang) Fertilizer 1st Branch,CHN,ammonia,113.852355,35.21399,1180000.0000000002,820635.7971278218,0.6954540653625607
45257121,Kemerovo Azot,RUS,ammonia,85.9728389,55.3456032,1179340,626721.7447859037,0.5314173561364015
45257240,Kermanshah Urea/Ammonia Project,IRN,ammonia,47.4552215972079,34.3547213630215,1168000,1010942.8129829986,0.8655332302936631
45257156,Odessa Portside Fertilizers,UKR,ammonia,31.1026765,46.6264974,1159999.9999999998,274274.1333933824,0.2364432184425711
45257141,Medicine Hat Nitrogen Fertilizer Complex,CAN,ammonia,-110.71542,50.0881074,1135000.0000000002,748543.5826035979,0.6595097644084562
33998945,BRA-Cubatão_ammonia,BRA,ammonia,-46.4081810921854,-23.8658965523912,1129704.0000000002,450000,0.3983344309659875
45257172,Rossosh Fertilizer,RUS,ammonia,39.6741714,50.1454171,1088619.9999999998,578511.5622372094,0.5314173561364016
33999248,RUS-Yelabuzhskiy rayon_ammonia,RUS,ammonia,51.8815920199702,55.8098786742845,1076604,572126.0512858744,0.5314173561364015
33999120,CHN-Hulunbuir_ammonia,CHN,ammonia,121.160427551537,49.6481926169846,1067880,742661.4873193715,0.6954540653625609
33999232,CHN-Qianjiang_ammonia,CHN,ammonia,112.757935120872,30.3380757482805,1067868,742653.1418705872,0.6954540653625609
45257059,Coffeyville Nitrogen Fertilizer facility,USA,ammonia,-95.602619,37.0493952,1026479.9999999999,739176.8208584838,0.7201083517053268
33999124,CHN-Anqing_ammonia,CHN,ammonia,116.593492721495,30.6103879441616,1006860,700224.8802509482,0.695454065362561
45257205,Woodward Fertilizer,USA,ammonia,-99.471989,36.4384239,1000000,720108.3517053267,0.7201083517053267
45257123,Kingisepp Chemical Plant,RUS,ammonia,28.4773895,59.4008654,1000000,531417.3561364015,0.5314173561364015
45257111,Jingmen (Shuanghe) Chemical Complex,CHN,ammonia,112.301999,31.284148,999999.9999999999,695454.0653625609,0.695454065362561
33999122,RUS-Budennovskiy rayon_ammonia,RUS,ammonia,44.2930360911099,44.6799574788238,999168,530975.216896096,0.5314173561364015
45257202,Verdigris Fertilizers Ammonia Facility,USA,ammonia,-95.719071,36.2342959,997900,718596.1241667456,0.7201083517053267
45257209,Xinxiang (Huixian) Fertilizers,CHN,ammonia,113.695632,35.5344767,997899.9999999999,693993.6118252996,0.695454065362561
45257229,Anwil,POL,ammonia,18.9685232403693,52.6986934223594,966000,671124.6200607903,0.694745983499783
45257055,Chemelot-Geleen Fertilizers facility,NLD,ammonia,5.8023248,50.9754643,965000,673647.4694589877,0.6980802792321116
45257037,Azot Cherkassy Fertilizers,UKR,ammonia,32.1213683,49.4075415,962699.9999999999,227623.88639466316,0.2364432184425711
45257077,Enid Nitrogenous Fertilizers,USA,ammonia,-97.874537,36.393436,920790.0000000001,663068.569166748,0.7201083517053268
33999160,CHN-Shijiazhuang_ammonia,CHN,ammonia,114.442293923407,38.1291275019711,915323.9999999998,636565.7969239207,0.6954540653625612
45257043,Beaumont Methanol and Ammonia,USA,ammonia,-94.027393,30.0145274,910000.0000000002,655298.6000518474,0.7201083517053266
45257085,Fuyang (Yingdong) Chemical Complex,CHN,ammonia,115.854403,32.9329917,907180.0000000002,630902.0190156081,0.6954540653625608
45257124,Kirovo-Chepetsk Mineral Fertilizer,RUS,ammonia,49.947873,58.5312278,904300,480560.7151541479,0.5314173561364015
57033502,JSC Grodno Azot,BLR,ammonia,23.9163503,53.6753949,886139.9999999999,399999.99999999994,0.4513959419504819
45257097,Grodna Azot,BLR,ammonia,23.9163503,53.6753949,886139.9999999998,800000.0000000001,0.9027918839009641
33999079,CHN-Shizuishan_ammonia,CHN,ammonia,106.517811220155,38.9754889286082,866916,602900.2565278499,0.695454065362561
45257178,Shahjahanpur Fertilizer Complex,IND,ammonia,79.8301056,27.8327855,864000,761766.8288164166,0.881674570389371
45257145,Multan Fertilizers Complex,PAK,ammonia,71.5408714,30.2145721,846500,711233.5409840001,0.8402050100224454
33999045,CHN-Xing'an_ammonia,CHN,ammonia,121.383070564782,46.2166192728549,839052,583522.1244505876,0.695454065362561
45257069,Dneprazot Fertilizers,UKR,ammonia,34.6561695,48.4925986,834999.9999999999,197430.08739954678,0.23644321844257105
45257078,Fenchuganj (Shahjalal) Fertilizer Complex,BGD,ammonia,91.9405139,24.6541036,825540,336682.11654091824,0.40783259023296053
45257226,Zakłady Azotowe Puławy,POL,ammonia,21.9829638501153,51.4520685565023,819999.9999999999,569691.7064698219,0.6947459834997829
33999004,BEL-Antwerpen_ammonia,BEL,ammonia,4.72070443222579,51.2319382905994,810156.0000000001,466593.71544415783,0.5759307040176926
45257165,Phu My Fertilizer Plant,VNM,ammonia,107.041208,10.5942705,800000.0000000001,622252.6434625692,0.7778158043282114
45257167,Port Neal Nitrogen Complex,USA,ammonia,-96.377285,42.3233292,800000.0000000001,576086.6813642613,0.7201083517053265
33998975,ARG-Metán_ammonia,ARG,ammonia,-64.5752668991719,-25.4194180066693,790380,604902.8906955738,0.7653317273913481
45257068,Dimitrovgrad Fertilizer Complex,BGR,ammonia,25.6174539,42.0514348,766500,198000,0.2583170254403131
33998923,CHN-Liaocheng_ammonia,CHN,ammonia,115.881719096398,36.4579573799248,765864,532623.2323148325,0.6954540653625612
45257035,Augusta Fertilizer,USA,ammonia,-81.945767,33.4651467,765000,550882.8890545749,0.7201083517053266
33999118,CHN-Tongliao_ammonia,CHN,ammonia,121.572859223274,43.8217806522647,762768,530470.1065284701,0.6954540653625612
33999188,CHN-Putian_ammonia,CHN,ammonia,119.115069547203,25.2916814477704,762767.9999999999,530470.1065284701,0.6954540653625613
45257063,Deyang (Mianyang) Chemical Complex,CHN,ammonia,104.218726,31.180737,750000,521590.5490219208,0.695454065362561
33998987,CHN-Chuzhou_ammonia,CHN,ammonia,118.097751119123,32.5449505170622,732264,509255.9757186505,0.6954540653625612
33999217,ZAF-Gert Sibande_ammonia,ZAF,ammonia,29.9301737551929,-26.6711771283236,730104,440000,0.6026538684899686
45257157,Onne (Port Harcourt) Fertilizer Complex,NGA,ammonia,7.012544,4.7744893,730000,582629.1079812206,0.7981220657276994
45257215,Yichang (Dangyang) Chemical Complex,CHN,ammonia,111.822187,30.8308086,725750,504725.78793687874,0.6954540653625612
33999096,JPN-Takaishi_ammonia,JPN,ammonia,135.418547096145,34.5383560662107,722099.9999999999,378266.7551839673,0.5238426190056327
33999241,GBR-Stockton-on-Tees_ammonia,GBR,ammonia,-1.32997994510473,54.5630516937368,719844,39999.99999999999,0.05556759520118247
33998982,CHN-Yichang_ammonia,CHN,ammonia,111.135741275473,30.7481999428407,715683.9999999999,497725.3473149391,0.695454065362561
33999013,RUS-Berezniki gorsovet_ammonia,RUS,ammonia,56.8279130593189,59.4197947690558,709835.9999999999,377219.1704104387,0.5314173561364015
45257044,Belle Plaine Nitrogenous Fertilizers,CAN,ammonia,-105.19836,50.4271772,700000,461656.8350859195,0.6595097644084564
33999056,MEX-Cosoleacaque_ammonia,MEX,ammonia,-94.5665890645205,18.0167627260581,690156,168999.99999999997,0.24487217382736653
45257212,Yara Freeport LLC Ammonia Plant,USA,ammonia,-95.397102,28.9996998,680390,489954.5214167874,0.7201083517053269
45257237,Razi Petrochemical Complex,IRN,ammonia,49.0874570399817,30.452301571242,677000,585965.9969088098,0.8655332302936629
45257139,Marv Dasht Petrochemical Complex,IRN,ammonia,52.741112,29.8875278,676500,585533.2302936631,0.8655332302936631
57033646,USA-Mercer_ammonia,USA,ammonia,-101.832304683842,47.3086265964733,664197.9999999999,500821.9411815207,0.7540250665938784
45257159,Ottmarsheim Fertilizers,FRA,ammonia,7.5227782,47.7959398,662240,447417.0301536127,0.6756116062962261
45257217,Yichang (Xiaoting) Fertilizers,CHN,ammonia,111.447765,30.4885202,660000,458999.6831392902,0.6954540653625609
45257030,Alexandria Fertilizer Complex,EGY,ammonia,30.0932573,31.2716622,638750,503307.8455351177,0.7879574881176011
45257173,Sadiqabad (Goth Machhi) Fertilizer Complex II,PAK,ammonia,70.0677492,28.2752208,635000,533530.1813642528,0.8402050100224454
33999140,TUR-Körfez_ammonia,TUR,ammonia,29.7248727688969,40.8850941338404,624876,270000,0.4320857258080003
33999203,RUS-Novomoskovsk_ammonia,RUS,ammonia,38.197063352677,54.0873676361976,620328,329653.0656973817,0.5314173561364015
33999032,CHN-Weinan_ammonia,CHN,ammonia,109.856842010662,34.9517218698657,610224,424382.7615818035,0.6954540653625612
33999106,CHN-Weifang_ammonia,CHN,ammonia,119.089180458629,36.5806444904009,610223.9999999999,424382.7615818035,0.6954540653625613
57033643,USA-Woodbury_ammonia,USA,ammonia,-96.0438722526264,42.3895951063503,609911.9999999999,459888.93641640537,0.7540250665938782
45257203,Wittenberg Fertilizers Complex,DEU,ammonia,12.582233,51.8712639,600000,351724.13793103443,0.5862068965517241
45257187,Taloja Fertilizer Complex,IND,ammonia,73.1234817,19.0734787,598740,527893.8322749318,0.8816745703893707
45257148,Navoi Chemical Complex,UZB,ammonia,65.3360454,40.1099099,598740,431157.67450004735,0.7201083517053267
45257171,Rivneazot Fertilizers,UKR,ammonia,26.1600144,50.7180091,594950.0000000001,140671.8928124076,0.23644321844257093
45257101,Guiyang (Kaiyang) Ammonia,CHN,ammonia,106.321,26.567,591770,411548.85225960275,0.695454065362561
45257105,Helwan Fertilizer Plant,EGY,ammonia,31.3022137,29.7758725,589670,464634.8920183059,0.7879574881176012
45257074,Duslo Sala Chemical Complex,SVK,ammonia,17.9378555,48.1808202,584000,380000,0.6506849315068494
45257256,Billingham Fertilizers,GBR,ammonia,-1.2918619,54.5943025,566989.9999999999,300000,0.5291098608441067
57033644,USA-Yazoo_ammonia,USA,ammonia,-90.3962085738627,32.7800310594619,566424,427097.89432037075,0.754025066593878
45257048,Brandon Fertilizer Facility,CAN,ammonia,-99.906582,49.8327042,550000,362730.37042465113,0.6595097644084567
45257118,Kalol Fertilizers Complex,IND,ammonia,72.5519172,23.192715,544499.9999999999,480071.8035770125,0.8816745703893711
45257079,Ferrara Fertilizers facility,ITA,ammonia,11.5935729,44.8581344,544310,260000.00000000003,0.4776689754000478
45257052,Carseland Nitrogen Operation,CAN,ammonia,-113.59227,50.8421169,540000.0000000001,356135.27278056653,0.6595097644084564
33999186,CHN-Puyang_ammonia,CHN,ammonia,115.278657521024,35.8114303982999,533939.9999999999,371330.7436596858,0.695454065362561
45257091,Geismar Fertilizer Ammonia Facility,IND,ammonia,87.123,23.215,521629.99999999994,375630.1195000497,0.720108351705327
45257163,PetroChina Lanzhou Petrochemical Company Lanzhou Complex,CHN,ammonia,103.639211,36.1037448,520000.00000000006,361636.11398853164,0.6954540653625607
45257033,Aswan Kima Fertilizer Complex,EGY,ammonia,32.9161871,24.0611469,517099.99999999994,407452.81710561144,0.787957488117601
45257057,Chittagong Urea Fertilizer Limited,BGD,ammonia,91.8253273,22.231416,508930.0000000001,207558.24014726063,0.4078325902329605
33998966,CHN-Chifeng_ammonia,CHN,ammonia,118.901519631238,43.1945567360922,508512,353646.7376856466,0.695454065362561
45257153,Ninh Binh Fertilizer Complex,VNM,ammonia,106.026322,20.2462963,508020.00000000006,395145.9849148181,0.7778158043282115
45257143,Mosaic Faustina Plant,USA,ammonia,-90.919003,30.0858017,499999.99999999994,360054.17585266335,0.7201083517053268
45257161,Panki Fertilizer Complex,IND,ammonia,80.1181532,26.4813186,499949.99999999994,440793.201466166,0.881674570389371
45257219,Yichang (Zhijiang) Chemical Complex,CHN,ammonia,111.647447,30.3988699,498950,346996.8059126498,0.6954540653625609
45257114,Joffre Fertilizers,CAN,ammonia,-113.52188,52.3211356,490000.00000000006,323159.7845601437,0.6595097644084564
45257108,Jamuna Fertilizer Company Limited,BGD,ammonia,89.8252231,24.6807321,480000,195759.64331182107,0.40783259023296053
45257150,Nea Karvali Fertilizers,GRC,ammonia,24.5047883,40.9528938,459999.9999999999,73999.99999999999,0.16086956521739132
33999046,CHN-Huangshi_ammonia,CHN,ammonia,115.022403592157,29.9281895952637,457656.00000000006,318278.7257375682,0.6954540653625609
45257060,Courtright Nitrogenous Fertilizers,CAN,ammonia,-82.452377,42.7611114,453599.99999999994,299153.6291356758,0.6595097644084564
45257238,Bandar Abbas Gas Condensate Refinery,IRN,ammonia,56.0518374287844,27.1627057993862,450000,389489.9536321484,0.8655332302936631
45257076,El Dorado Fertilizer Plant,USA,ammonia,-92.689356,33.2664977,447239.99999999994,322061.2592166904,0.7201083517053269
45257102,Gujarat Narmada Valley Fertilizers & Chemicals Bharuch Complex,IND,ammonia,73.0122076,21.7411783,445500,392786.0211084648,0.881674570389371
57033641,USA-Jo Daviess_ammonia,USA,ammonia,-90.2118543568017,42.3671306741688,436620.00000000006,329222.42457621905,0.754025066593878
33999145,CHN-Quzhou_ammonia,CHN,ammonia,118.677022618195,28.9341661058984,415716,289111.38223626243,0.695454065362561
45257106,Hohhot (Qingshuihe) Chemical Complex,CHN,ammonia,111.412332,40.1726673,408229.99999999994,283905.2131029582,0.6954540653625609
45257129,Lahore (Sheikhupura) Fertilizer Complex,PAK,ammonia,74.0830288,31.6884025,404149.99999999994,339568.8548005714,0.8402050100224457
45257154,Nitrogenous Fertilizer Complex,EGY,ammonia,32.4672762,29.9463098,400000.00000000006,315182.9952470404,0.7879574881176009
45257075,East Dubuque Nitrogen Fertilizers,USA,ammonia,-90.557172,42.4420018,392379.99999999994,282556.11504213617,0.720108351705327
33998954,CHN-Huai'an_ammonia,CHN,ammonia,118.961457392453,33.3556702514121,381395.99999999994,265243.3987130194,0.6954540653625613
45257230,Ludwigshafen,DEU,ammonia,8.40087390938092,49.551684416784,380000,222758.6206896552,0.5862068965517242
33999133,RUS-Kurskiy rayon_ammonia,RUS,ammonia,36.2091845022299,51.7648660202133,377820,200780.10549545527,0.5314173561364016
45257175,Salalah Methanol Complex,OMN,ammonia,53.9872367,16.9344039,365000,262839.5483724443,0.7201083517053268
45257186,Taiyuan (Qingxu) Chemical Complex,CHN,ammonia,112.276956,37.5751498,362869.99999999994,252359.41669811247,0.695454065362561
45257096,Great Plains Synfuels Plant,USA,ammonia,-101.83566,47.3573148,362869.99999999994,261305.717583312,0.7201083517053272
57033640,USA-Richmond_ammonia,USA,ammonia,-82.0738034879426,33.3595225242978,362831.99999999994,273584.4229623899,0.7540250665938779
45257233,INEOS Nitriles Cologne,DEU,ammonia,6.85601303697041,51.0723534866003,350000,205172.4137931034,0.586206896551724
45257041,Beaumont Methanol,USA,ammonia,-94.054882,30.0358831,340000,244836.83957981112,0.7201083517053268
45257179,Shchekino Chemical Complex,RUS,ammonia,37.600622,53.9909978,340000,180681.9010863765,0.5314173561364015
45257099,Gubakha Methanol Facility,RUS,ammonia,57.5692857,58.8961994,308000,163676.54569001167,0.5314173561364015
33999024,CHN-Yulin_ammonia,CHN,ammonia,109.55343316157,38.0375438003888,305112.00000000006,212191.38079090175,0.6954540653625609
33999205,CHN-Wuzhong_ammonia,CHN,ammonia,106.494707339173,37.4361321853731,305112,212191.38079090175,0.6954540653625612
45257073,Duncombe Fort Dodge Nitrogen,USA,ammonia,-94.019143,42.4975835,300000,216032.50551159805,0.7201083517053268
45257112,Jingmen (Zhongxiang) Chemical Complex,CHN,ammonia,112.243918,31.4893002,299999.99999999994,208636.21960876836,0.6954540653625613
45257070,Dodge City Fertilizers,USA,ammonia,-99.931675,37.7773499,280000.00000000006,201630.3384774915,0.7201083517053266
45257058,Chongqing (Fuling) Chemical Complex,CHN,ammonia,106.976156,29.8276376,272160,189274.77842907456,0.6954540653625608
57033642,USA-Lee_ammonia,USA,ammonia,-91.4788645560991,40.6416815225159,270743.99999999994,204147.76262989297,0.7540250665938784
45257227,Grupa Azoty Kędzierzyn (ZAK),POL,ammonia,18.2467943536275,50.3122158800777,268000,186191.92357794178,0.6947459834997828
33998963,CHN-Chengdu_ammonia,CHN,ammonia,103.844870347936,30.6654050492254,254256,176823.3688428233,0.695454065362561
33999098,CHN-Suqian_ammonia,CHN,ammonia,118.517798176577,33.7842848582537,254256,176823.3688428233,0.695454065362561
33999044,HUN-Várpalota_ammonia,HUN,ammonia,18.1136484050625,47.1848261131797,250968.00000000003,178281.15313081213,0.7103740442240131
57033654,USA-Hopewell_ammonia,USA,ammonia,-77.2981430649332,37.2910329071472,250764.00000000003,189082.34179934725,0.754025066593878
57033647,USA-Allen_ammonia,USA,ammonia,-84.1058616623589,40.7716370657826,250343.99999999997,188765.65127137786,0.7540250665938784
45257228,Grupa Azoty S.A (Tarnów),POL,ammonia,20.9208675212722,50.0148632255032,249000.00000000003,172991.74989144594,0.6947459834997828
45257132,Liaocheng (Donge) Chemical Complex,CHN,ammonia,116.248135,36.3452986,239999.99999999997,166908.97568701467,0.6954540653625612
33998934,CZE-Most_ammonia,CZE,ammonia,13.6253630022868,50.5521841185891,237120,140000.00000000003,0.5904183535762484
33998943,BEL-Hainaut_ammonia,BEL,ammonia,3.97003361295229,50.4636955021351,231636,133406.28455584223,0.5759307040176925
33999126,CHN-Suzhou_ammonia,CHN,ammonia,120.651778895005,31.3802153628433,228828.00000000003,159139.36286878408,0.6954540653625608
33999179,CHN-Yichun_ammonia,CHN,ammonia,129.199074431762,47.7988556823859,228828.00000000003,159139.3628687841,0.6954540653625609
45257168,Pryor Fertilizers Ammonia Facility,USA,ammonia,-95.276232,36.2422171,223520.00000000003,160958.61877317465,0.7201083517053267
33999247,HUN-Kazincbarcikai_ammonia,HUN,ammonia,20.55085933935,48.303289564914,213575.99999999997,151718.84686918784,0.7103740442240133
57033661,VNM-Tân Thành_ammonia,VNM,ammonia,107.086356578216,10.5734902963014,211336,147107.8653651862,0.6960852167410484
45257054,Changzhi (Lucheng) Chemical Complex,CHN,ammonia,113.117651,36.4534288,200000.00000000003,139090.8130725122,0.6954540653625608
45257235,Sagunto Catalina Project,ESP,ammonia,-0.224196877555634,39.6476923210642,200000.00000000003,174999.99999999997,0.8749999999999998
45257169,Puertollano Fertilizers,ESP,ammonia,-4.0584502,38.66396,200000.00000000003,175000,0.8749999999999999
33998993,RUS-Permskiy rayon_ammonia,RUS,ammonia,56.0862780343363,57.7722280433909,196608,104480.90355526563,0.5314173561364015
33998989,COL-Cartagena de Indias_ammonia,COL,ammonia,-75.6071980816038,10.4026907461398,192024,138278.08612786367,0.7201083517053268
45257080,Fort Saskatchewan Nickel Cobalt Ore A-G Refinery,CAN,ammonia,-113.1934,53.7189335,189999.99999999997,125306.8552376067,0.6595097644084564
33999176,CHN-Taiyuan_ammonia,CHN,ammonia,112.313809247483,37.9594957208702,189583.99999999997,131846.96352769577,0.6954540653625612
45257130,Le Havre Fertilizers,FRA,ammonia,0.2063795,49.480361,181440,122582.96984638725,0.675611606296226
33999164,VNM-Bắc Giang_ammonia,VNM,ammonia,106.19662235511,21.2746288498535,172392.00000000003,134089.22213974906,0.7778158043282115
33999010,VNM-U Minh_ammonia,VNM,ammonia,104.858335323385,9.39384294471036,172392.00000000003,134089.22213974904,0.7778158043282114
57033651,USA-Hutchinson_ammonia,USA,ammonia,-101.354021908346,35.8401303833757,165204.00000000003,124567.95710157506,0.754025066593878
45257056,Cherokee Nitrogen Facility,USA,ammonia,-87.933425,34.8054083,163290,117586.4927499628,0.7201083517053267
45257199,Tuticorin Chemical Complex,IND,ammonia,78.1367389,8.7411778,157850,139172.3309359622,0.8816745703893709
33999100,JPN-Kawasaki_ammonia,JPN,ammonia,139.697404160992,35.5266594027832,157704,82612.07638766427,0.5238426190056326
33999026,VNM-Yên Khánh_ammonia,VNM,ammonia,106.087750112043,20.1895676813098,147108,114422.92734311457,0.7778158043282117
57033653,USA-Brazoria_ammonia,USA,ammonia,-95.400960511789,29.1235887534103,141418,106632.71686757306,0.7540250665938781
45257110,Jincheng (Zezhou) Fertilizers,CHN,ammonia,112.882563,35.6329814,140000.00000000003,97363.56915075856,0.6954540653625609
45257181,Shizuishan (Pingluo) Ammonia,CHN,ammonia,106.451313,38.9185387,136080,94637.38921453728,0.6954540653625608
33999014,JPN-Toyama_ammonia,JPN,ammonia,137.295624542833,36.5717127144655,128124,67116.81171747767,0.5238426190056326
33999180,CHN-Qujing_ammonia,CHN,ammonia,103.939068110803,25.700967925238,127140,88420.02987019601,0.695454065362561
45257174,Sagar (Banda) Phosphate Complex Unit II,IND,ammonia,78.9574755,24.044348,120000,105800.9484467245,0.8816745703893709
33998938,JPN-Ube_ammonia,JPN,ammonia,131.289284871563,33.9442214312165,118271.99999999999,61955.91423503417,0.5238426190056326
45257147,Nangal Fertilizer Complex,IND,ammonia,76.356727,31.3688637,108900,96014.36071540248,0.8816745703893708
57033655,USA-Laramie_ammonia,USA,ammonia,-104.687221621227,41.3076615967944,103547.99999999997,78077.78759566288,0.7540250665938782
33999095,RUS-Sterlitamakskiy rayon_ammonia,RUS,ammonia,55.7495511053818,53.6673877512429,93228,49542.977277884456,0.5314173561364017
45257109,Jincheng (Yangcheng) Chemical Complex,CHN,ammonia,112.590798,35.4725143,91630,63724.45600917148,0.6954540653625612
33999156,CHN-Honghe Hani and Yi_ammonia,CHN,ammonia,103.035527236627,23.4380794258353,91536,63659.083327027394,0.6954540653625612
